,beam 1,beam 2,beam 3,beam 4,altitude,x speed,y speed,z speed
0,0.6569737236541384,-0.7885262736301348,-0.6760262736541385,0.7694737236301348,17.14646457,2.044245704,-0.159099026,-0.011
1,0.6269045240115235,-0.8355954735551078,-0.7290954740115235,0.7334045235551078,17.19250515,2.068287335,-0.150613744,-0.059
2,0.6966506237953176,-0.6763493738029809,-0.6533493737953175,0.719650623802981,17.08396615,1.941715221,-0.032526912,0.025
3,0.639937824062349,-0.7500621738183075,-0.6520621740623489,0.7379378238183076,17.06024911,1.965756852,-0.138592929,-0.0069999999999999
4,0.553299424045811,-0.852700573809433,-0.731700574045811,0.674299423809433,17.15042235,1.988384269,-0.171119841,-0.103
5,0.5754789238283937,-0.8295210737190792,-0.7885210738283936,0.6164789237190793,17.4854486,1.986970055,-0.057982756,-0.123
6,0.7292320486898349,-0.6892679487699049,-0.725767948689835,0.6927320487699049,17.4485299,2.006061938,0.051618795,0.002
7,0.7653634236860033,-0.6671365738398888,-0.6666365736860033,0.7658634238398888,17.41106767,2.025860928,-0.000707107,0.057
8,0.6663397491488708,-0.7236602487317857,-0.6836602491488709,0.7063397487317856,17.3749021,1.965756852,-0.056568542,-0.01
9,0.6168327240827187,-0.7481672738818395,-0.7051672740827186,0.6598327238818396,17.19334234,1.930401513,-0.060811183,-0.051
10,0.619404523824562,-0.7835954738144759,-0.721595473824562,0.6814045238144759,17.13439477,1.984141628,-0.087681241,-0.059
11,0.6181199238156873,-0.8328800737471126,-0.7618800738156873,0.6891199237471125,17.27464831,2.052023879,-0.100409163,-0.083
12,0.6334859486821716,-0.8035140488144761,-0.7755140486821717,0.661485948814476,17.46591801,2.032224889,-0.03959798,-0.0819999999999999
13,0.6947775738068126,-0.6917224237037526,-0.7242224238068126,0.6622775737037526,17.48420845,1.960807104,0.045961941,-0.017
14,0.7448634240942138,-0.6181365739619094,-0.6461365740942138,0.7168634239619094,17.52546253,1.927573086,0.03959798,0.057
15,0.6981409991450392,-0.6808589988856711,-0.6288589991450392,0.7501409988856712,17.39303228,1.950200503,-0.073539105,0.04
16,0.5928423488792192,-0.8046576484812924,-0.7071576488792193,0.6903423484812923,17.31528931,1.976363453,-0.137885822,-0.066
17,0.5671487990115234,-0.8503511988475521,-0.7888511990115235,0.628648798847552,17.37618046,2.004647725,-0.086974134,-0.128
18,0.6713519737559872,-0.7801480239606979,-0.8116480237559871,0.639851973960698,17.41214893,2.052730986,0.044547727,-0.081
19,0.7221532239429487,-0.7203467738322253,-0.7758467739429487,0.6666532238322254,17.49650407,2.040003064,0.078488853,-0.031
20,0.7091794987356174,-0.6843204988080239,-0.7438204987356173,0.649679498808024,17.48221744,1.970706599,0.0841457069999999,-0.02
21,0.7455691988818395,-0.6089307986795512,-0.6624307988818395,0.6920691986795512,17.47732251,1.91555227,0.075660426,0.048
22,0.7624326237787795,-0.6310673737648618,-0.5805673737787795,0.8129326237648618,17.39465916,1.970706599,-0.071417785,0.105
23,0.5944211737011323,-0.8120788236008903,-0.6515788237011323,0.7549211736008904,17.190172,1.989091375,-0.226981277,-0.033
24,0.5147398486668449,-0.8877601488183076,-0.8022601486668448,0.6002398488183076,17.209037699999996,1.983434521,-0.12091526,-0.166
25,0.5943641985817321,-0.8241357988780078,-0.857635798581732,0.5608641988780079,17.29694667,2.006061938,0.047376154,-0.152
26,0.7300192486224714,-0.6959807490242299,-0.7819807486224714,0.6440192490242299,17.4173633,2.01666854,0.121622366,-0.03
27,0.800246098689835,-0.6117538988907141,-0.6547538986898349,0.7572460988907141,17.31845969,1.99686955,0.060811183,0.084
28,0.7263275236872145,-0.6511724738818395,-0.6206724736872146,0.7568275238818395,17.24593948,1.948079182,-0.043133514,0.061
29,0.610796823987322,-0.7562031738856712,-0.692203173987322,0.6747968238856712,17.23949655,1.93322994,-0.090509668,-0.047
30,0.6306724739364966,-0.766327523977236,-0.7363275239364966,0.660672473977236,17.24426863,1.975656347,-0.042426407,-0.061
31,0.6828134736656335,-0.758186523647884,-0.7191865236656334,0.7218134736478841,17.12125512,2.037881743,-0.055154329,-0.021
32,0.6729474487241223,-0.7620525488640901,-0.7110525487241224,0.72394744886409,16.93540041,2.029396462,-0.072124892,-0.022
33,0.6479307986618019,-0.7520691987610302,-0.7310691986618019,0.6689307987610302,17.01701614,1.979898987,-0.029698485,-0.048
34,0.6690288736987096,-0.7044711240534742,-0.7469711236987095,0.6265288740534742,16.68906432,1.942422328,0.060104076,-0.045
35,0.7849614989683614,-0.6095384988830509,-0.6810384989683614,0.7134614988830509,16.90888733,1.972120813,0.10111627,0.06
36,0.7697460988487634,-0.6447538987941062,-0.6242538988487634,0.7902460987941062,16.89376431,2.000405084,-0.028991378,0.084
37,0.641973723987322,-0.7575262739887312,-0.661026273987322,0.7384737239887311,16.76610562,1.979191881,-0.136471609,-0.011
38,0.599950048608356,-0.8115499488183076,-0.7350499486083559,0.6764500488183076,16.81674744,1.996162443,-0.108187338,-0.078
39,0.6661006738691331,-0.7603993239314537,-0.7578993238691332,0.6686006739314536,16.85997413,2.017375647,-0.003535534,-0.053
40,0.7528204986771285,-0.6711794990611377,-0.7181794986771286,0.7058204990611376,16.97350919,2.013840113,0.066468037,0.02
41,0.788334548711416,-0.5921654490738439,-0.6116654487114159,0.768834549073844,17.00372909,1.952321823,0.027577164,0.102
42,0.7248800737418718,-0.6476199237025412,-0.5811199237418717,0.7913800737025413,16.55943974,1.941008114,-0.094045202,0.083
43,0.5618160739796587,-0.8176839234978304,-0.6951839239796587,0.6843160734978304,16.66172331,1.950907609,-0.173241161,-0.077
44,0.5262494737826111,-0.8782505236109763,-0.8397505237826111,0.5647494736109764,16.72228874,1.986262948,-0.054447222,-0.181
45,0.6957538985805206,-0.7637460987699048,-0.8412460985805207,0.6182538987699048,16.97363205,2.064044694,0.109601551,-0.084
46,0.8342460985474446,-0.6182538987699048,-0.6887538985474445,0.7637460987699048,17.13500894,2.054145199,0.099702056,0.084
47,0.7515403236248941,-0.6554596738310141,-0.5904596736248942,0.816540323831014,17.10152757,1.989798482,-0.091923882,0.093
48,0.5450218490381477,-0.8144781486478841,-0.6939781490381477,0.6655218486478841,17.18518092,1.922623338,-0.1704127339999999,-0.086
49,0.5237135737037526,-0.8472864239861109,-0.8302864237037526,0.5407135739861109,17.32653455,1.938886794,-0.024041631,-0.177
50,0.6650051987013299,-0.7514947988499747,-0.85899479870133,0.5575051988499746,17.54002967,2.003233511,0.152027958,-0.112
51,0.7812583236886235,-0.659741673624894,-0.7587416736886234,0.682258323624894,17.74572623,2.037881743,0.140007143,0.013
52,0.7696050988602585,-0.695894898922579,-0.6933948988602585,0.7721050989225791,18.02806163,2.072529976,-0.003535534,0.044
53,0.6437871987787795,-0.7842127987763567,-0.6992127987787795,0.7287871987763568,17.86059866,2.019496967,-0.120208153,-0.032
54,0.5929763238334366,-0.7680236736071447,-0.7090236738334367,0.6519763236071446,17.91234796,1.924744658,-0.0834386,-0.067
55,0.5849141489250016,-0.7760858485155797,-0.7130858489250016,0.6479141485155797,17.71364985,1.924744658,-0.089095454,-0.074
56,0.5237661238665128,-0.8677338737686935,-0.7922338738665127,0.5992661237686936,18.02482068,1.967878172,-0.106773124,-0.155
57,0.5593738238818394,-0.8651261740103121,-0.8486261738818394,0.5758738240103122,17.9690439,2.01454722,-0.023334524,-0.1669999999999999
58,0.6519596734609225,-0.7890403238525949,-0.8130403234609225,0.627959673852595,18.14690181,2.037881743,0.033941125,-0.093
59,0.6650122240891707,-0.7549877738322253,-0.7879877740891708,0.6320122238322252,18.03061488,2.008183259,0.046669048,-0.071
60,0.7225980738564267,-0.666401923716459,-0.7174019238564268,0.671598073716459,18.02717061,1.964342638,0.072124892,0.003
61,0.7886646738945459,-0.606335324110752,-0.6033353238945459,0.7916646741107519,17.85199248,1.97282792,-0.004242641,0.107
62,0.6816313739046319,-0.7168686237636505,-0.5863686239046318,0.8121313737636505,17.49885465,1.977777667,-0.18455487,0.055
63,0.535289799050854,-0.8542101986759172,-0.6877101990508541,0.7017897986759172,17.51400473,1.965049745,-0.235466558,-0.088
64,0.5413282988703444,-0.8566716986440525,-0.7976716988703444,0.6003282986440525,17.5404277,1.97707056,-0.0834386,-0.148
65,0.6742346488106442,-0.7312653488907143,-0.7677653488106443,0.6377346488907142,17.50416211,1.987677162,0.051618795,-0.054
66,0.7613993238856712,-0.6576006737279539,-0.6696006738856711,0.749399323727954,17.34681039,2.006769045,0.016970563,0.053
67,0.698846773932665,-0.7166532240179756,-0.645153223932665,0.7703467740179756,17.22993168,2.001819298,-0.10111627,0.031
68,0.6008519736248941,-0.799148023797938,-0.7411480236248942,0.6588519737979379,17.11709034,1.979898987,-0.082024387,-0.081
69,0.6274237736821716,-0.750576224040768,-0.7815762236821716,0.596423774040768,17.08370797,1.948786289,0.04384062,-0.089
70,0.7491768985944383,-0.6463230988576381,-0.6868230985944384,0.708676898857638,16.97191207,1.973535026,0.057275649,0.036
71,0.7408178987953176,-0.6806820988806281,-0.6091820987953176,0.8123178988806281,16.61360504,2.010304579,-0.10111627,0.076
72,0.6244211740954251,-0.804578823767482,-0.681578824095425,0.7474211737674821,16.59823643,2.020911181,-0.173948268,-0.033
73,0.5921295487037526,-0.8103704487813999,-0.7618704487037526,0.6406295487813998,16.55776316,1.983434521,-0.068589358,-0.098
74,0.2788852741636045,-0.8786147235780979,-0.3291147241636045,0.8283852735780979,16.32950649,1.636952198,-0.777110353,-0.029
75,0.5138563993826287,-0.7346435987890633,-0.4861435993826287,0.7623563987890632,16.14268666,1.765645633,-0.35143207,0.016
76,0.5965288736591814,-0.7779711236936666,-0.6744711236591814,0.7000288736936666,16.1657332,1.943836541,-0.146371104,-0.045
77,0.9210595733364793,-0.5654404238384797,-0.8119404233364792,0.6745595738384796,16.355189000000006,2.10222846,0.348603643,0.063
78,0.9543922981470948,-0.4891076992287431,-0.9336076981470948,0.5098922992287431,16.49049923,2.041417277,0.6286179279999999,0.012
79,0.9315358985591372,-0.5064640992452811,-0.9384640985591371,0.4995358992452811,16.66930817,2.033639103,0.6109402589999999,-0.004
80,0.9239666984167468,-0.5235332994830683,-1.0140332984167468,0.4334666994830682,16.83248175,2.047074132,0.693671752,-0.052
81,0.9747583234917736,-0.4992416740786893,-0.9522416734917736,0.5217583240786894,17.32556497,2.084550791,0.640638744,0.013
82,0.9223730483276044,-0.5376269491767063,-0.8496269483276044,0.6103730491767063,17.327533499999998,2.064751801,0.441234631,0.042
83,0.8697250234102947,-0.5472749742948955,-0.9372749734102948,0.4797250242948954,17.47281123,2.003940618,0.5515432889999999,-0.039
